《病者生存》,沙伦·莫勒姆,医学,一本非常有趣的医学的科普读物，从进化论的角度来看待疾病微生物，描述了一些疾病和它的历史成因，刷新你对疾病的认识，加深你对进化论的理解。
《跑步，该怎么跑？》,尼可拉斯·罗曼诺夫,训练指南,这本书就是一本非常专业的训练指南，有很多纠正姿势用的图解练习法，教会你如何利用自身体重省力，脚如何着地，身体倾斜的程度，手臂的摆动幅度等等细节。否则，你会发现伤痛比想象中来的更容易、更突然。一旦你用正确的方法开始了跑步，跑步就是世界上最简单的事情，所有的好事情也都接踵而至。沉稳的呼吸、稳健的心肺、健康的体型，乃至生活中的好心情、更加乐观积极的心态。最终，你会抛弃一切杂念，与这颗星球的跃动彻底融为一体。
《重力小丑》,伊坂幸太郎,悬疑小说,阅读伊坂幸太郎的推理小说，你并不需要像个侦探一样去寻找文字里的线索。但你一定要做好被感动到流泪的准备！主角泉水和春，是一对只有一半血缘关系的兄弟。弟弟春其实是妈妈被不良少年强奸后生下的孩子。虽然哥哥和父亲都完全接受了弟弟，但春一直觉得自己有罪犯的血统，感到困扰。此时，一系列的纵火案打破了平静的生活。弟弟发现每次火灾之前，现场都会出现奇怪的涂鸦。于是，兄弟二人开始了寻找纵火犯的“推理游戏”。在这个的过程中，弟弟逐渐体会到，这么多年来哥哥与父亲对他的关爱与保护，心结也在慢慢解开……春最终意识到了，决定一个人命运的，不是血统与基因，而是从小到大所接受到的爱。
《真相推理师：嬗变》,呼延云,悬疑小说,
《占星术杀人魔法》,岛田庄司,悬疑小说,
《邮差总按两遍铃》,詹姆斯·M·凯恩,悬疑小说,《邮差总按两遍铃》原型是1927年美国发生的一桩谋杀亲夫案。31岁的露丝伙同她的情夫，一位紧身胸衣推销员，用绳子勒死了自己丈夫艾，并企图骗取巨额的保险金。事情很快败露，露丝最终被判为死刑。当时《纽约每日新闻》刊登了一张露丝坐电椅的大幅照片，使此案轰动了全美。或许詹姆斯·M·凯恩也正因为看到这张触目惊心的照片，创作出了这部小说。所不同者是凯恩让他笔下的主人公弗兰克和科拉的杀人行动成功了，并逃脱法律制裁，获得了保险金。然而最终他们受到的“命运审判”比坐电椅更惨，因为他们结合的基础只是欲望和肉体上的冲动，所以彼此并不真的了解，甚至根本不存在相通的人生理念，所以他们开始互相猜疑、伤害、折磨，加之敲诈者的一步步逼近，最终彻底走向毁灭。相较而言，小说比真实案件更加深刻，凯恩把故事挖到了人性的地步，让作品既有阅读快感，又有了摄人心魄的阅读张力。
《一朵桔梗花》,连城三纪彦,悬疑小说,这本推理小说最大的特点，是它的主角，一群在乱世中风雨飘摇的女人。她们大都是妓女或者底层女性，而且她们还有一个共同的特点，都陷入了偏执而极端的情欲之中，越挣扎陷得越深，最终被彻底吞没。比如，为了见到心上人而故意杀人，并在现场留下标记；为了隐藏一个微小的痕迹，故意杀人来制造一具尸体……读这本书的感觉，就像是在欣赏一副大型的浮世绘。在乱世之中，每个人的命运都是朝不保夕，只能在污秽中挣扎，可以说没有一个人是干净的。但这些女性的内心，仍然可以清丽高冷，像飞蛾扑火一样地追求爱情。就连背后扭曲的杀意，都带着古典和浓烈的悲壮之美。以至于每看完一个故事，书单狗都要停下来喘息好久，来欣赏这种美好破灭的瞬间。
《血疑》,伊恩·兰金,悬疑小说,《血疑》一书有诸多科伦拜事件的影子，譬如校园监视视频拍下了此案的部分过程，再比如行凶中开枪自尽。但小说注定比现实更有戏剧色彩。作者把行凶的两个青年换成了一个潦倒的退伍军人，并在案件中设计出了一个案中案，给校园枪击案制造了个幕后真凶。线索就是视频中一个微妙的动作，真相骇人而又不失推理的味道。更引人深思的是此书是开放式结局，真凶最终有没有得到应有的惩罚？正义究竟能不能战胜金钱和权力，这似乎是个永恒的话题。
《血色收获》,达希尔·哈米特,悬疑小说,大陆侦探社受人之托，派遣一名探员来到帕森威里小城，却发现委托人已被谋杀。继而又察觉到这个小城已被黑暗笼罩，多个黑帮以及早已丧失公正的警察犬牙交错，疯狂地争斗倾轧，犹如罪恶泥潭。原来这个小城的开拓者——老威尔逊以矿业起家，由于对工人的压榨，激起了罢工热潮。老威尔逊为了摆平工人，引入黑帮势力。结果罢工被镇压了，小城却彻底被黑势力占据，成了厮杀的战场。这名探员认清形势，决定巧施计谋，让几个黑帮集团同归于尽，还小城一个太平……《血色收获》一书背后的真实事件，是1917年蒙大拿矿工大罢工事件。由于安全保障不够完善，矿区一场大火，导致164名矿工遇难，从而激化矛盾。有趣的是作者哈米特，当时正受雇于平克顿侦探社，他亲身参与了这次事件，任务是平息罢工。小说忠实保留了这个事件的起因和某些真实细节，却把这个事件浪漫化了，探员最终用自己的智慧拯救了小城，为这个残酷的历史事件披上了正义和英雄主义色彩。
《虚无的十字架》,东野圭吾,悬疑小说,
《信》,东野圭吾,悬疑小说,
《新参者》,东野圭吾 ,悬疑小说,
《心理罪：暗河》,雷米,悬疑小说,
《斜屋犯罪》,岛田庄司,悬疑小说,被誉为日本推理小说之神的岛田庄司，一向以诡谲离奇的风格而闻名。日本最北边的一处悬崖上，有一座被人们称为“斜屋”的建筑——“流冰馆”。在这个馆里，发生了两起密室凶杀案，而死者的姿势和死法都很诡异。第一名死者的尸体宛如在“跳舞”，第二名则是在重重反锁的密室内被人从背后偷袭。此外，还有人发现了在夜晚走动的人偶，三楼窗外的人脸……凶手到底是谁？他是怎么杀人的，又是如何逃脱的呢？当真相被一层层剥开时，感觉自己的脑细胞受到了严重的暴击。
《消失的爱人》,吉莉安·弗琳,悬疑小说,
《消失的爱人》,吉莉安·弗琳,悬疑小说,尼克和艾米是他人眼中天造地设的一对夫妻，然而在结婚五周年的纪念日那天，艾米突然失踪了。尼克并不清楚艾米失踪的原因，但他还是十分平静地报了警。但是在警察一点点挖掘出更多的线索和证据后，所有的嫌疑却都指向了尼克，表明他是一个骗子，一个满嘴谎话热衷出轨的渣滓，更有可能就是谋害了艾米的凶手……对妻子的失踪毫不知情的尼克，在一堆凭空出现的证据面前百口莫辩。那么这些证据究竟从何而来？到底那一面才是尼克的真面目？艾米失踪的原因究竟又是什么？
《肖申克的救赎》,斯蒂芬·金,悬疑小说,
《献给虚无的供物》,中井英夫,悬疑小说,逐渐没落的冰沼家接连发生不幸事件，几位推理爱好者围绕着这一系列事件展开推理猜测。他们的推理或有模有样、或异想天开、或牵强附会、或隐喻晦涩，而就在他们开脑洞的同时，事件在一步步加剧，他们的推理也在一点点增加；而在冰沼家的大门外，这个世界上还在发生着各种形形色色的悲剧……归根结底，这一切事件真的是蓄谋好的连环犯罪吗？还是仅仅是巧合和意外？是事件本身如此，还是推理者希望它如此？他人的悲剧成了看客们消遣的东西。反观现实中的我们，是否也热衷于八卦和评论他人？所以从某种意义上说，不仅书中的人物，就连我们自己，都挨了作者的当头一棒。
《嫌疑人x的献身》,东野圭吾,悬疑小说,
《希区柯克悬念故事集》,希区柯克,悬疑小说,
《希腊棺材之谜》,埃勒里·奎因,悬疑小说,一位著名艺术商去世，遗嘱却离奇失踪。埃勒里·奎因介入调查，发现其背后蕴藏着更大的阴谋……本书信息量很大，情节也是一波三折，越往后越精妙。当所有线索都呈现，作者下了挑战书，让你自己动脑筋找寻凶手，参与到案件中去。
《雾之旗》,松本清张,悬疑小说,托了山口百惠之福，许多人对这个故事并不陌生：贫穷的乡村少女桐子来到东京，请知名律师大冢为其涉嫌杀人的哥哥辩护；然而大冢很忙，她又付不起费用，最终哥哥含冤而死。多年后大冢的情人也卷入一场谋杀，而关键证物恰巧落到已变为夜总会女招待的桐子手中。大冢央求桐子交出证物，并指出此案与当年她哥哥一案的凶手可能是同一人，而桐子不为所动，并制造陷阱断送了大冢律师的事业。表面上看，这仅仅是个复仇的故事，它背后隐藏的人性，让书单狗不寒而栗。实际上大冢律师并非冷漠无情之辈，他也无私地帮助过许多人，仅仅是因为桐子当初来求他时他恰好很忙，而且桐子又不可能按正常方式雇用他，结果就招致这场灾祸。而面对不公正的司法和可恶的真凶，桐子最终报复的却是没能给她帮助的律师。没有哪个故事能比这个自相矛盾的案件，更能勾勒清人性的软弱和冷酷了。究竟怎样才是真正的勇敢和正义？
《帷幕》,阿加莎·克里斯蒂,悬疑小说,这本书是阿加莎·克里斯蒂给笔下侦探员波洛的谢幕之作。也是阿加莎·克里斯蒂的最后一本小说，在这本书推出的第二年，阿加莎就完成了她人生的旅程。故事发生在一个乡间的庄园里，侦探黑斯廷斯接到好友波洛的邀请，希望黑斯廷斯能够帮他找到一个作案手法十分高超的凶手。而黑斯廷斯展开调查后发现，凶手是一个极为聪明却也邪恶无比的人，他了解人性并善于操控，而且就隐藏在自己的身边。只不过黑斯廷斯怎么也找不到……就在他束手无策时，一封信揭开了所有的真相。整本书篇幅简短，但离奇的过程以及恐怖逆转的结尾，都在书单狗的脑海里留下了一丝莫名的恐惧，书单狗每次想起就会产生一阵颤栗。它让我不得不深思，究竟何为真相？何为人性？
《玩火的女孩》,斯蒂格·拉森,悬疑小说,"记者和怪异天才少女的组合，具有社会争议的谋杀案件，逐渐引出少女的身世，以及牵扯到国家隐秘丑闻。
虽然铺垫有点长，但凶案发生以后，节奏和氛围就突然入味了，围绕着凶案，几队人马你追我赶，交错盘绕，情节越到后面越紧凑、越精彩。"
《头号书迷》,斯蒂芬·金,悬疑小说,
《太阳黑子》,须一瓜,悬疑小说,三个男人全力抚养着一个弃婴，而这个弃婴的生日正是十四年前他们内心被忏悔啃噬的开始。整个故事以悬疑为基调，不同的主线相互交错，对人性进行颠覆性的解读。
《所罗门的伪证》,宫部美雪 ,悬疑小说,这本书很厚，但好看到让你不会觉得任何一个字是多余的。第三中学校园的积雪下，发现了一具冻僵的尸体……是自杀还是谋杀？身处象牙塔的孩子们，第一次感到成人世界的黑暗正面袭来。大人们似乎只注重表面的安稳，希望学校尽快走入正轨，事实真相则无足轻重。而学生们的决定是，组织属于自己的校园法庭，寻找事件的真相。成人们说，校园法庭不过是大孩子们玩的过家家游戏。孩子们却说，通过追寻真相，他们将会成长为比这些师长更有觉悟的大人。
《松本清张经典推理大全集》,松本清张,悬疑小说,松本清张与阿加莎·克里斯蒂、柯南·道尔并称为世界推理小说三巨头。而与其他两人不同的是，松本清张更加在乎的是犯罪动机以及其背后社会原因的深入挖掘。所以他的书，没有一惊一乍，也没有奇特的情节设置，人物和故事也相对简单。这恰巧是他精彩的地方——通过对犯罪心理的深刻剖析，以及推理与现实生活的巧妙融合。松本清张为我们奉上的不仅仅是缜密的推理快感，还有暗藏在真相背后那最真实的社会以及那千姿百态的人性。
《死亡通知单》,周浩晖,悬疑小说,
《时间的女儿》,约瑟芬·铁伊,悬疑小说,《时间的女儿》讲述的是格兰特检察官，因病住院期间破解了一桩历史谜案——臭名昭著的理查三世究竟是不是暴君、篡位者？他究竟有没有谋杀囚禁在伦敦塔的两个小王子？换了别人可能会把这个题材写成历史论文，然而铁伊偏偏以侦探推理小说的形式呈献给大家。真相最后是什么，书单狗就不剧透了。这本书的名字，也是这本书的精髓所在——那其实是弗朗西斯·培根的一句名言：真相是时间的女儿！
《神秘河》,丹尼斯·勒翰,悬疑小说,丹尼斯·勒翰可能是当代写惊悚小说的作家里，文学才华最高的一位。有两个主人公。A男的女儿被人奸杀，他经过调查，最终把嫌疑锁定在他的一个疏远多年的发小儿B男身上。B男童年时曾被人带走性侵，从此以后一蹶不振，变得十分懦弱萎靡。最终，A男认定B男是作案者，他和同伙一起，把B男死刑处死。然而，事后他发现：他很可能冤杀了自己的朋友。A男之所以怀疑B男，很大程度上就是人们对性侵受害者下意识的归咎心理。一个遭遇性侵的人在世俗之见看来，是被污染的，肮脏不洁的，B男终生的悲剧就来源于他童年的不幸。“神秘河”隐喻的是人性深处的偏见、臆测，还有人世的复杂与不可知。因为人性不可知，所以我们不可以代替上帝履行所谓的“正义”。
《三口棺材》,约翰·狄克森·卡尔,悬疑小说,
《燃烧的法庭》,约翰·狄克森·卡尔,悬疑小说,尸体消失的密室诡计、穿墙而出的诡异女人以及和毒杀惯犯容貌一致的妻子是本书的三大谜团。整个故事充满了不可思议的发展和转折，难以置信的谜团如烟花般一个个地展现，让人欲罢不能。
《青春的证明》,森村诚一,悬疑小说,这本书绝对称得上是社会派推理的顶点之作！书里没有惊人的诡计，却还是让书单狗像是被扼住了喉咙一样，感到窒息。青年时代的笠冈，因为在歹徒面前吓破了胆，而被当时的女友鄙视，不得不娶了自己救命恩人的女儿。前女友也另组了家庭。但他们的命运，因为这起案件，从此被纠缠在了一起。一晃几十年过去了，笠冈从未忘记过这起案件。他觉得，只要找到当年案件的真相，就能摆脱阴影，找回丢失的青春。但是笠冈穷尽一生，越是接近真相，却只能发现越来越多的谎言。这本书里，可以说并没有一个真正的凶手。但所有人的谎言累加在一起，就足以扼杀一段，原本可以获得幸福的人生。
《玫瑰的名字》,翁贝托·埃科,悬疑小说,《玫瑰的名字》是一部特殊的侦探小说。它不光包含侦探推理，还包含许多哲学、宗教、语言学方面的知识。这本书是以中世纪修道院为背景，描述了一连串离奇的死亡事件。威廉是方济各会的一位教士，也是一位博学而观察力敏锐的侦探，几乎没有他不懂的知识。然而他在调查这一系列凶杀的过程中却显得越来越迷惘，从某种意义上说他破解了真相，却丢了事件本身。最后他终于说出那句离经叛道的话：认定上帝绝对万能，以及他对选择的绝对自由，不就等于不存在上帝吗？没读懂这本书会感到混乱，读懂这本书同样会感到混乱。因为它让我们不断提出疑问——用我们所掌握的知识去探索未知的世界真的可行吗？我们所笃信的那些常识和规律真的可靠吗？
《漫长的告别》,雷蒙德·钱德勒,悬疑小说,硬汉侦探马洛遇到了绅士酒鬼伦诺克斯，被他身上某种说不出的特质所吸引，鬼使神差地将其送回了家。第二天，伦诺克斯送上5000美金的钞票作为感谢与告别。没想到，马洛从此被牵扯进了一连串与伦诺克斯有关的谋杀事件中。然而马洛不惜遭受各种折磨也要苦苦追寻的真相，却是一个又一个不为人知的肮脏秘密——美貌绝伦的女人已经为爱失去了理智、看似体面的夫妇实际上纵情于钱色、亿万富翁总是不爱自己的女儿，“死去”的人最后又复活了……所以，马洛推理的过程，也成为了他与世界一次又一次的告别的过程。他告别那些戴着面具满嘴谎话的人，也告别那肮脏虚伪的一切。而他唯一没有告别的是他那颗愤世嫉俗却又不肯抛弃拯救世人的心。
《马耳他之鹰》,达希尔·哈米特,悬疑小说,《马耳他之鹰》的主人公萨姆，已成为文学及影视中的经典侦探形象。一位美丽的女子，上门委托私家侦探萨姆，跟踪和自己妹妹私奔的男人。然而萨姆派去的搭档当晚就被枪杀于阴暗的小巷，被跟踪的人也在几小时后死亡。萨姆调查后发现，事情与女子最初讲述的大相径庭，而事件的核心却是一件中世纪文物“马耳他之鹰”。虽说是侦探小说，但只要你读进去，你可能就忘了去追查案件的杀人凶手，也不会去在乎那只鹰里究竟藏了什么。因为你所有的目光都会被萨姆这个人所吸引，你会迫不及待地想要看他如何用智慧、手枪和拳头应对这个黑暗的世界。
《龙文身的女孩》,斯蒂格·拉森,悬疑小说,这是一本悬疑推理小说。小说的主角是一个杂志发行人，因一篇报道受到诽谤指控而被迫辞职。这个时候，有人请他为自己的家族写传记，并让他暗中调查四十多年前家族中失踪的一名少女。在调查的过程中，他遇到了一个有着强大内心，游走在社会和法律边缘的女孩。故事从两个人相遇后高速发展，揭秘又快又狠，在短短的篇幅里，巨大的信息扑面而来压根不给你喘气的机会，紧张刺激得压根想不起来还有时间这回事儿。而在快感的背后，书单狗看到了一颗冷峻的良心，它尖锐地指出瑞典这个国家的“病”，它正大声地叫醒那些正在做梦的人，让他们不至于陷入永恒的黑暗中。
《莲实的课堂》,贵志佑介,悬疑小说,在学生中具有超高人气的帅气英语老师莲实圣司，其实有着一段谁都不知道的骇人过往。他天生具有反社会性人格障碍，生来就无法感知别人的情感，自然也就没有道德、恐惧或者内疚，所以可以屡屡犯下惊人的罪行而不被发觉。而这一次他想杀死的是一个女学生，但计划出现了纰漏。为了掩饰这一桩谋杀，他想到的答案却是：想隐藏一具尸体，就必须让尸体堆积如山。所以，莲实将魔掌伸向了深夜中的校园，那些兴高采烈地准备校园祭的学生们……故事最后的高潮部分，让小狗看得全程心惊胆颤、摒住呼吸。然而等肾上腺素慢慢消退，小狗还是有个疑问：人性之“恶”，究竟从何而来，又是从什么时候开始滋生、膨胀的呢？这个问题可能暂时没办法解释，但是对于这个问题的思考，可以帮助我们更加理解人心。
《蓝色骇客》,杰夫里·迪弗,悬疑小说,"看迪弗的书永远要读到最后一页才安心，因为再也不会出什么大反转。小说以计算机网络为背景，描述了两大黑客在虚拟世界和现实世界的决逐较量。
通篇充斥着神展开和黑科技，悬念迭起，不停逆转的剧情足以分分钟打脸，凶手的人设也是相当意外。"
《蓝锤》,罗斯·麦克唐纳,悬疑小说,该书讲述的是卢·阿彻受雇寻找一幅失踪的名画，画作据说出自著名画家钱德里之手，可钱德里25年前就失踪了。在他追寻真相的过程中，他发现这个画家和交易商的圈子里隐藏着一桩案件，凡是与钱德里有关的人相继横死……在卢·阿彻的故事里，无论你对书中人物有怎样无下限的猜测，事实证明在利益和欲望面前他们总能超乎你的想象，更为惭愧、更为没下限。
《剪刀男》,殊能将之 ,悬疑小说,连续两名女子被杀害，喉咙上都插着一把剪刀，因此这个连环杀人凶手被人称为“剪刀男”。当剪刀男第三次作案时，却成了尸体发现者！这本书有点小幽默，还足够烧脑，需要你细心耐心，才能猜出最后的凶手。
《间谍课：豺狼的日子》,弗·福赛斯,悬疑小说,而这本书讲述的是一名代号为“豺狼”的职业杀手，奉命刺杀法国总统戴高乐的故事。从伪造证件、制造专门枪械、训练语调特点；到设计入境路线、计算刺杀时间，直至他撞进警戒线、寻找狙击地点等一系列行动……行云流水，干净利落，简单得仿佛只是一次日常练习。
《黑色皮革手册》,松本清张,悬疑小说,这本书的作者松本清张，是日本社会派推理的开创者，也是宫部美雪、东野圭吾等日本推理大神的共同偶像！松本清张的书，你既可以当作推理小说来读，也可以当作是一本最顶尖的人性小说来读！这本《黑色皮革手册》讲的是一个女人，在罪恶的世界里，和很多男人战斗的故事。从世俗角度来说，她绝对是一个“恶女”——挪用银行资金，威胁银行行长，开设夜总会，并继续敲诈富豪们……但是大部分看这本书的人都会爱上这个“恶女”。她谋略极深，行事果断，在一个男人主导的金钱世界里，奇迹般地为自己争到了一席之地。一个女人的挣扎，往往就是一个社会的缩影。松本清张用这本书，让我们看到了最真实、最残酷的社会真相。
《黑暗塔》系列,斯蒂芬·金,悬疑小说,
《汉尼拔》,托马斯·哈里斯,悬疑小说,本书主要讲述了食人博士在逃出监狱后亡命天涯的一系列事情。与《沉默的羔羊》相比，它更加淋漓尽致展现出了食人博士优雅与残忍共存的个性，让人又爱又怕。
《姑获鸟之夏》,京极夏彦,悬疑小说,如果你想在常规的推理之外，获得一种不一样的烧脑体验，那么京极夏彦的书一定很适合你。因为在他的书中，你总是能见识到这个世界上奇妙诡谲到极点的神秘故事。一个女子怀孕二十个月，却没有分娩现象，而她的丈夫早在一年半前就神秘失踪。这样的案件，简直就是不敢想象的荒谬之事。但是旧书店“京极堂”的主人，既是推理侦探又是现代阴阳师的中禅寺秋彦，却仍然可以展开推理！而他解密推理的工具也很特别——心理学、神学、妖怪学、民俗学，甚至还有量子力学等等……阅读这本书的时候，可以不用时刻紧绷神经，去抓取那些随时可能会出现的线索，因为谜底绝对在你的想象之外。而阅读这本书的最大价值，就是让你认清这个世界的离奇本质。正如书中的一句话，这个世界上“只存在可能存在之物，只发生可能发生之事”。
《高窗》,雷蒙德·钱德勒,悬疑小说,《高窗》讲述的是马洛受富婆默多克太太之托，找寻家中失窃的一枚文物金币的故事。该事件一开始就显得很不正常。富婆把矛头指向自己的儿媳，而富婆的儿子又跑来威胁马洛，要求他放弃调查。马洛当然不会就范，于是随着调查的进行，一系列相关人物被杀，真假金币难辨，而一切似乎都指明事件的根源，其实在富豪家族内部……这本书暗藏的真实案件是，加州石油大亨爱德华·多赫尼之子被杀案，以及蒂波特山油田丑闻。多赫尼家族曾是美国最显赫的石油家族，当然他们也罪行累累。蒂波特山油田丑闻是美国历史上最大的一起受贿事件。行贿者即多赫尼家族，此事牵扯了当时的美国内政部长，甚至与正副总统都有关。1929年多赫尼之子以及他的秘书双双陈尸于公馆，此案的调查揭开了家族的一系列丑恶黑幕。
《法兰柴思事件》,约瑟芬·铁伊,悬疑小说,失踪一个月后归来的16岁女生，声称自己被住在法兰柴思庄园的人绑架了，并说自己被当做女佣驱使虐待。然而当警方调查时，法兰柴思的主人却声称根本不认识这个女孩，究竟谁是谁非呢？这部小说的着眼点并不在于“绑架事件”本身，而在该事件的后续发酵。一个信口雌黄的谎言，经道听途说的散播，最后走向了无可挽回的地步。人们义愤填膺地向住在法兰柴思的人发起抨击，从谴责最后演变成泼油漆、砸玻璃……
《恶意》,东野圭吾,悬疑小说,因为在这本小说中，杀人只是开始。而凶手真正想要谋杀的，是受害者的人格。畅销作家日高邦彦在家中被杀，警官通过调查，很快就认定日高的儿时好友野野口修就是凶手。但是此时，这本书才刚展开了三分之一。深入的挖掘后，警方发现，野野口是因为和日高妻子的婚外情被戳穿，才不得不成为日高的代笔作者。最终野野口实在受不了屈辱，才愤而杀人。读到这里的时候，书单狗差点就开始同情凶手野野口的遭遇，认定受害者日高其实是个暴虐残忍的恶人。好在机智的书单狗发现，故事到这里还远未结束。这本书最精彩的地方，不只在于一而再、再而三的剧情反转，更在于只有到最后一刻，你才能体会到标题中那种冰冷刺骨的恶意。那种感觉就像是往井中投一颗石子，想试探下黑暗到底有多深，结果却连一声回响都不曾听见。
《悖论13》,东野圭吾,悬疑小说,
《百年法》,山田宗树,悬疑小说,这本书的作者，是大名鼎鼎的《被嫌弃的松子的一生》作者山田宗树。“我再也写不出比这更好的作品！”这是他对《百年法》的至高评价。这本书探讨的问题是：永生究竟是人类永恒的梦想，还是噩梦的开端？二战后，人类真的实现了可以永生的技术——不老化疫苗。2048年，为缓解人口问题，日本决定实施《生存限制法》，也就是《百年法》——接受不老化疫苗的人必须同意在百年之后，放弃生存权。他们必须去死。于是这些永生的人大量逃离，成为黑户，甚至极端地自杀……
《八百万种死法》,劳伦斯·布洛克,悬疑小说,马修·斯卡德是个退休警察、无照侦探，用他自己的话说，就是“帮人办点儿事”，他出没于动荡街区的形形色色的酒吧里，跟各种人打着交道，上至富豪、作家，下至小偷、妓女……在这本书中，马修为一个警方懒得调查的妓女之死解开了真相。故事是这么一个故事，但劳伦斯最吸引书单狗的地方在于，当我们跟着马修溜溜达达的时候，你总是能从他遇到的人中找到自己的影子。它跳出了侦探推理小说这一框架，变异为一种生活小说，不仅讲述侦探的生活，而且讲述每个人的生活。
《暗杀大师》,丹尼尔·席尔瓦,悬疑小说,加百列是以色列情报机构摩萨德最出色的特工、最冷血的杀手。平时隐居在意大利威尼斯，以修复古画作为身份的掩饰。但是一旦他收到征召，出手解决的案件都是的关乎国家命运、世界和平的大事。
《阿特拉斯耸耸肩》,安·兰德,悬疑小说,安·兰德和她的小说都曾饱受争议，遭到抵制。作为一本大谈理性利己主义之作，《阿特拉斯耸耸肩》当时被12家出版社退稿，出版以后，恶评如潮但畅销无比，对美国大众的影响仅次于《圣经》。安·兰德也因这本书几乎激怒了整个成人世界：父亲、母亲、左派知识分子、自由主义者和保守主义者。在我们的认知里，罢工的大多为工人，但安·兰德却反其道而行，她虚构了一个世界，在这个虚构世界里的美国，资产阶级们觉得自己的生活太苦逼了，他们罢工了！这本一千多页的大部头，哲学味道极其浓重，精辟的语言很多，你会不断思考，被推翻，再思考。你的脑子不会闲着，会一直高速的运转，因为安·兰德说了：如果你不知道，要做的不是害怕，而是去学习。
《ZOO》,乙一,悬疑小说,
《Y的悲剧》,埃勒里·奎因,悬疑小说,这本书的作者是有着“美国推理小说代名词”之称的埃勒里·奎因。他笔下的“悲剧系列”被公认为是推理小说最高水平的代表，而《Y的悲剧》更是系列中不可超越的经典。一开始，有人在海里发现了哈特的尸体，被警方断定为自杀。两个月后，哈特的孙子又因为一杯蛋酒差点丧命，而哈特的老婆也被人用钝器击打致死。警方深入调查后，却发现所有的证据都诡异地指向两个月前已经死掉的哈特……现代惊悚小说大师、《肖申克的救赎》作者斯蒂芬·金在看完书后评价道：“没有哪部作品的诡计可以和《Y的悲剧》相媲美。”
《GITH断掌事件》,乙一,悬疑小说,
《B：窃贼》,苏·格拉夫顿,悬疑小说,这本书的作者被誉为“字母天后”，因为她的小说以26个字母排序，每本书都以一个字母单词为名。她笔下的，是一位女侦探！这位女汉子名叫金西·米尔虹，是个受雇于一家保险公司的私家侦探，自幼身世坎坷，曾有过一桩婚姻后离异；她经手的案子最初都看似简单，但结果往往水很深，以至于她总是陷入危险——被人枪击、被绞索勒、被车撞，甚至有一次她的公寓都被炸毁了。而这本《B:窃贼》同样如此。金西受一位女士之托寻找其失踪的姐姐，这看上去只是一宗普通的寻人差事，然而随着调查的推进，金西却渐渐发觉自己身处噩梦之中，而她只能殊死搏斗。小说中金西一直保持着长跑的习惯，而每当书单狗提到这个系列的时候，书单狗脑海中就会浮现出金西在公路上锻炼长跑的画面——就像一个无畏的斗士，向未知的命运发起挑战！
《法医，警察，与罪案现场：稀奇古怪的216个问题》,道格拉斯·莱尔,刑侦,虽然是关于法医、警察和犯罪现场的书，但看过却不会有任何不适或负面的感觉。这本书最大的乐趣，是它可以带你窥视难得一见的法医的日常工作，提供一种脱离日常的刺激体验，享受一剂提神醒脑的良药。
《站在两个世界的边缘》,程浩,心灵成长  心理学,
《因为痛所以叫青春》,金兰都,心灵成长  心理学,
《人生不设限》,力克·胡哲,心灵成长  心理学,
《眠》,村上春树,心灵成长  心理学,
《断舍离》,山下英子,心灵成长  心理学,
《沟通的艺术》,罗纳德·B·阿德勒,心理学      社科,本书分为“看入人里”、“看出人外”和“看人之间”三部分。“看入人里”聚焦于探讨与自己有关的沟通因素，简要介绍人际关系的本质，强调自我在沟通中的角色，并分析知觉与情绪在沟通中的重要性；“看出人外”聚焦于探讨与沟通对象有关的因素，分析语言和非口语的特性，强调倾听的重要性；“看人之间”聚焦于讨论关系动力，强调关系的重要性与关系中的亲密和距离，如何增进沟通气氛及人际冲突的形态与因应之道。本书作者投注了多年的专业经验，将本书打造成为有关人际关系理论与实践的最佳读本。本书兼具深入性、广泛性与完整性，特别针对性别与文化观点进行了贯穿全书的探讨。
《对伪心理学说不》,基思·斯坦诺维奇,心理学      社科,这本书从心理学谈起，运用科学的批判性思维纠正大众对心理学的误解与偏见，告诉你什么才是真正的科学的心理学。在生活中，要防忽悠，提高思辨力看这本书就够了
《梦的解析》,西格蒙德·弗洛伊德,心理学      ,全面地体现了弗洛伊德的精神分析理论，以简单明了的实际例子介绍了梦的分析、梦解释入门方法，对梦产生的可能原因。包含许多对文学、神话、教育等领域有启示性的观点。
《自我分析》,卡伦·霍妮,心理学,她在书中探讨了自我分析的可行性，以及如何进行自我分析，在进行自我分析的时候会遇到哪些问题，并且都有真实的案例来佐证。不过，霍妮也指出，你在进行自我分析的时候，最好有专业人士的陪同。因为自我分析是一件往伤口上撒盐的事情，你会本能地抗拒分析出来的结果。
《幸福的方法》,泰勒·本-沙哈尔,心理学,这本书一共分为三块，先是探讨了什么是幸福，再是告诉你怎样去获得幸福，最后一部分则是关于幸福的冥想。最值得一提的是，泰勒·本-沙哈尔博士在书中指出，仅仅靠看书来获得幸福是不切实际的，还需要实际的行动与深入的自我反思。所以书中处处可见一些引导性的问题，能让我们在简短的时间里，进行自我的思考与探索。除此之外，每一篇的结尾都有练习，能够让你更好地理解刚刚读到的内容，并把这些内容内化为我们自己的一部分，从容地运用到日常生活里去。
